	User_ID	Gender	Age	Location	Verification	Sexual_orientation	Sexual_polarity	Looking_for	Points_Rank	Last_login	Days_of_membership	Number_of_Comments_in_public_forum	Number_of_advertisments_posted	Number_of_offline_meetings_attended	Profile_pictures	Friends_ID_list	Risk	Time_spent_chatting
36	43656	male	54.3	L	Non_Verified	bisexual	Dominant	Women	32.0	3.0	371 days	4.0	0.0	0.0	6.0		0	0
37	44151	male	29.9	G	Non_Verified	Heterosexual	Switch		58.0	5.0	347 days	36.0	2.0	0.0	3.0		0	0
38	45230	male	24.5	E	Non_Verified	Heterosexual	Switch	Women	15.0	1.0	292 days	0.0	1.0	0.0	0.0	38183,46745,41118,40106,46970	0	196
39	45884	female	26.4	J	Non_Verified	bisexual	Submisive	Nobody	83.0	1.0	255 days	66.0	0.0	0.0	7.0	48420,45919,43254,14	0	42
40	46195	female	28.6	B	Verified	Heterosexual	Submisive	Nobody_but_maybe	124.0	1.0	239 days	57.0	0.0	0.0	1.0	47795,48026,30039,18247,8941	0	7247
41	46629	male	24.6	E	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1.0	219 days	0.0	0.0	0.0	0.0	46852,43140	0	0
42	46681	male	42.6	E	Non_Verified	Heterosexual	Switch	Women	0.0	30.0	216 days	0.0	0.0	0.0	0.0		0	31
43	46911	female	20.7	B	Non_Verified	Heterosexual	Submisive	Nobody	29.0	3.0	204 days	17.0	0.0	0.0	1.0	41627,17793,10774,34961,44885,38847,42345,45646,5196	0	19
44	47601	male	40.4	L	Non_Verified	Heterosexual	Switch	Women	32.0	16.0	170 days	47.0	0.0	0.0	0.0	25977	0	16
45	47917	male	35.5	B	Non_Verified	Heterosexual	Dominant	Women	0.0	3.0	156 days	0.0	0.0	0.0	0.0		0	25
46	48294	male	24.0	A	Non_Verified	Heterosexual	Switch	Nobody_but_maybe	10.0	1.0	139 days	8.0	0.0	0.0	2.0		0	0
47	6035	male	52.3	A	Non_Verified	Heterosexual	Submisive	Women	114.0	1.0	1887 days	120.0	1.0	0.0	0.0		0	406
48	6065	male	47.2	F	Non_Verified	Heterosexual	Dominant	Nobody_but_maybe	93.0	1.0	1887 days	78.0	0.0	0.0	16.0	6233,30615,30739	0	26
49	6163	male	31.4	C	Non_Verified	Heterosexual	Dominant	Nobody	19.0	1.0	1886 days	7.0	0.0	0.0	0.0	17515,39471,31540,42882,33026,35845,16298,30977,13028,39200,31527,28907,19347,34707,28328,42617,38657,17795	0	26742
50	6418	male	41.0	F	Non_Verified	Heterosexual	Submisive	Women	0.0	1.0	1884 days	34.0	2.0	0.0	0.0		0	290
51	6732	male	36.0	S	Non_Verified	bicurious	Submisive	Men_and_Women	3.0	7.0	1880 days	4.0	3.0	0.0	0.0	11079,12617,29822,10270,43268	0	37
52	83	male	28.7	B	Non_Verified	Heterosexual	Submisive	Nobody_but_maybe	51.0	3.0	2853 days	96.0	0.0	0.0	0.0	20546,21074	0	13878
53	8696	male	41.7	A	Verified	Heterosexual	Dominant	Women	451.0	3.0	1850 days	771.0	0.0	0.0	33.0	26651,11297,6578,27804,9507,11989,12330,26442,14635,12244,38201,35660,10864,45047,19070,28235,19366,9236,8746,31046,9886,7830	0	559
54	881	male	40.8	K	Non_Verified	Heterosexual	Switch	Women	0.0	1.0	2679 days	0.0	0.0	0.0	2.0	31757	0	69
55	9479	male	31.8	A	Non_Verified	Homosexual	Switch	Men	268.0	64.0	1833 days	92.0	0.0	0.0	33.0	11476,21928,5073,9660,42259,14635,21430,6094,7881,9436,4808,8746,5648,9491,26991	0	5
56	9550	female	49.9	B	Verified	bisexual	Dominant	Men_and_Women	429.0	89.0	1831 days	267.0	0.0	0.0	5.0	2460,6829,23361,10510,9436,6077,20566,8746,9636,9491,9137	0	3537
57	12262	male	35.7	A	Non_Verified	Heterosexual	Submisive	Women	0.0	4.0	1749 days	0.0	0.0	0.0	0.0		1	0
58	12944	male	41.1	A	Non_Verified	Heterosexual	Submisive	Nobody_but_maybe	0.0	1.0	1725 days	1.0	1.0	0.0	0.0	14888	1	18
59	1353	male	49.6	A	Non_Verified	Heterosexual	Submisive	Nobody	15.0	11.0	2580 days	0.0	0.0	0.0	0.0		1	0
60	13767	male	27.9	A	Non_Verified	bicurious	Submisive	Nobody	5.0	6.0	1697 days	0.0	0.0	0.0	0.0	24866,4434,18537	1	350
61	15172	male	52.3	E	Non_Verified	Heterosexual	Submisive	Nobody	0.0	424.0	1664 days	0.0	0.0	0.0	0.0		1	0
62	17871	male	27.3	F	Non_Verified	Heterosexual	Submisive	Women	15.0	1.0	1573 days	0.0	1.0	0.0	0.0		1	59
63	19635	female	45.0	A	Non_Verified	Heterosexual	Dominant	Nobody	25.0	11.0	1510 days	41.0	0.0	0.0	0.0	11708,22111,19542	1	0
64	21180	female	33.8	S	Non_Verified	bicurious	Switch	Men_and_Women	12.0	1306.0	1449 days	1.0	0.0	0.0	0.0	21224,16604,21252	1	2508
65	22592	male	35.2	B	Non_Verified	Heterosexual	Submisive	Women	0.0	1255.0	1390 days	0.0	0.0	0.0	0.0		1	0
66	23282	male	27.3	A	Non_Verified	bicurious	Submisive	Men_and_Women	28.0	4.0	1360 days	13.0	1.0	0.0	0.0		1	0
67	23362	male	24.9	B	Verified	Heterosexual	Submisive	Women	512.0	4.0	1357 days	644.0	0.0	0.0	0.0	22673,8587	1	142
68	2460	male	47.2	A	Non_Verified	Heterosexual	Submisive	Nobody	184.0	3.0	2374 days	222.0	0.0	0.0	4.0	23178,16360,26316,17441,30348,29064,30310,28646,539,20407,3033,35969,5718,42259,42882,21404,13612,38536,13729,16740,17926,38116,35684,14888,43349,25775,34847,13998,15714,24407,6077,17231,20573,9550,22639,3985,41557,24960,15793,27148,16906,30821,21795,10651,21985,28235,24848,25678,13686,26971,15672,29038,19347,23540,39543,16649,22774,9752,24119,13645,28181,7801,34842,12011,6615,19248,23449,30429,28898,26863	1	29511
69	26123	male	42.4	F	Non_Verified	bisexual	Submisive	Nobody_but_maybe	15.0	1.0	1239 days	0.0	1.0	0.0	0.0	22828,44656	1	1827
70	34414	male	34.3	A	Non_Verified	Heterosexual	Submisive	Women	25.0	1.0	884 days	0.0	0.0	0.0	5.0		1	0
71	3474	male	36.3	M	Verified	Heterosexual	Submisive	Nobody_but_maybe	307.0	2.0	2192 days	187.0	0.0	0.0	0.0	19366	1	0
72	34922	male	30.0	B	Verified	Heterosexual	Submisive	Nobody_but_maybe	471.0	6.0	853 days	294.0	0.0	0.0	19.0		1	104
73	35359	male	36.1	A	Non_Verified	Heterosexual	Submisive	Women	48.0	3.0	831 days	38.0	0.0	0.0	0.0		1	0
74	39099	male	34.5	J	Non_Verified	Heterosexual	Switch	Women	50.0	1.0	622 days	0.0	1.0	0.0	1.0		1	0
75	39386	male	46.8	F	Non_Verified	Heterosexual	Switch	Women	55.0	3.0	607 days	5.0	0.0	0.0	11.0		1	94
76	42730	female	23.3	L	Verified	Heterosexual	Dominant	Nobody_but_maybe	318.0	1.0	421 days	9.0	0.0	1.0	48.0	41786,4607,42259,33828,10092,25977,28195,22639,18996,7555	1	827
77	43155	female	41.6	K	Non_Verified	Heterosexual	Dominant	Nobody_but_maybe	5.0	32.0	399 days	8.0	1.0	0.0	0.0		1	21
78	43606	male	28.6	A	Non_Verified	bicurious	Submisive	Women	68.0	3.0	374 days	4.0	0.0	0.0	0.0		1	0
79	43811	male	20.8	A	Non_Verified	bisexual	Submisive	Nobody	15.0	9.0	363 days	0.0	0.0	0.0	0.0		1	0
80	44987	male	37.7	A	Non_Verified	Heterosexual	Submisive	Women	15.0	3.0	305 days	0.0	0.0	0.0	0.0		1	0
81	47131	male	28.3	M	Non_Verified	bicurious	Submisive	Nobody	15.0	3.0	194 days	0.0	0.0	0.0	0.0		1	0
82	48218	male	43.4	H	Non_Verified	Heterosexual	Switch	Nobody	0.0	1.0	142 days	0.0	0.0	0.0	0.0		1	0
83	5648	male	41.4	K	Non_Verified	Homosexual	Submisive	Men	62.0	4.0	1895 days	30.0	0.0	0.0	7.0	12766,9479,17701,26991	1	0
84	5675	male	36.2	N	Non_Verified	Heterosexual	Submisive	Women	52.0	1.0	1891 days	51.0	1.0	0.0	0.0	29038,26863	1	1337
85	5782	male	29.9	A	Non_Verified	Heterosexual	Submisive	Women	155.0	1.0	1888 days	209.0	0.0	0.0	0.0	39423	1	46
86	6035	male	52.3	A	Non_Verified	Heterosexual	Submisive	Women	114.0	1.0	1887 days	120.0	1.0	0.0	0.0		1	406
87	6288	female	28.8	A	Non_Verified	bicurious	Dominant	Nobody	10.0	1.0	1885 days	11.0	0.0	0.0	0.0		1	2
88	9383	female	34.2	L	Verified	Heterosexual	Switch	Nobody		3.0	1836 days		0.0	2.0	36.0	17011,21357,21665,41241,42259,10510,14635,47332,41118,41481,4703,3985,46970,11465,18996,15703,40026,6919,6493,19248,40259	1	40604
89	1	male	32.4	J	Administrator			Nobody	664.0	1.0	3036 days		0.0	0.0	0.0	6597,5245,19410,4813,4808,21557,6493,225	1	16274
90	10001	male	42.9	A	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1671.0	1821 days	0.0	0.0	0.0	0.0		2	0
91	10003	male	47.4	B	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1696.0	1821 days	0.0	0.0	0.0	0.0		2	0
92	10006	male	35.2	D	Non_Verified	Heterosexual	Dominant	Nobody_but_maybe	0.0	49.0	1821 days	0.0	0.0	0.0	0.0		2	1
93	10007	female	28.6	B	Non_Verified	Heterosexual	Switch	Nobody	0.0	1696.0	1821 days	0.0	0.0	0.0	0.0		2	0
94	10009	male	56.6	L	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1696.0	1821 days	0.0	0.0	0.0	0.0		2	0
95	10010	male	47.4	B	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1696.0	1821 days	0.0	0.0	0.0	0.0		2	0
96	10011	male	36.6	A	Non_Verified	bisexual	Dominant	Nobody	15.0	1679.0	1821 days	0.0	1.0	0.0	0.0		2	0
97	10012	male	37.3	A	Non_Verified	Heterosexual	Switch	Nobody	0.0	1691.0	1821 days	0.0	0.0	0.0	0.0		2	85
98	10013	male	27.3	B	Non_Verified	bisexual	Submisive	Nobody	43.0	37.0	1821 days	14.0	1.0	0.0	0.0		2	0
99	10014	male	25.8	M	Non_Verified	Heterosexual	Submisive	Nobody	15.0	5.0	1821 days	0.0	2.0	0.0	0.0		2	0
100	10015	male	59.2	M	Non_Verified	Heterosexual	Dominant	Nobody	0.0	3.0	1821 days	0.0	0.0	0.0	0.0		2	0
101	10016	male	37.6	A	Non_Verified	Heterosexual	Switch	Nobody	0.0	1696.0	1821 days	0.0	0.0	0.0	0.0		2	0
102	1002	male	32.2	A	Non_Verified	Heterosexual	Dominant	Nobody	0.0	2008.0	2660 days	0.0	0.0	0.0	0.0		2	0
103	10020	male	28.0	A	Non_Verified	bisexual	Switch	Nobody	0.0	1656.0	1821 days	0.0	0.0	0.0	0.0		2	0
104	10021	male	48.2	N	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1696.0	1821 days	0.0	0.0	0.0	0.0		2	0
105	10022	female	25.9	J	Non_Verified	Heterosexual	Submisive	Nobody	3.0	1422.0	1821 days	3.0	0.0	0.0	0.0		2	0
106	10023	male	45.7	E	Non_Verified	Heterosexual	Dominant	Nobody	0.0	352.0	1821 days	0.0	0.0	0.0	0.0		2	6
107	10024	male	33.1	E	Non_Verified	Heterosexual	Submisive	Nobody	0.0	1696.0	1821 days	0.0	0.0	0.0	0.0		2	0
108	10025	male	57.0	B	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1696.0	1821 days	0.0	0.0	0.0	0.0		2	0
109	10026	male	48.4	F	Non_Verified	bisexual	Submisive	Men_and_Women		1321.0	1821 days	0.0	0.0	0.0	0.0		2	0
110	10027	male	31.1	B	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1696.0	1821 days	0.0	0.0	0.0	0.0		2	0
111	10028	male	34.3	A	Non_Verified	bicurious	Switch	Nobody	0.0	1696.0	1821 days	0.0	0.0	0.0	0.0		2	0
112	10029	male	43.4	A	Non_Verified	bisexual	Switch	Nobody_but_maybe	10.0	22.0	1821 days	10.0	0.0	0.0	0.0		2	4093
113	10030	male	37.1	D	Non_Verified	Heterosexual	Dominant	Nobody	0.0	531.0	1821 days	0.0	0.0	0.0	0.0		2	0
114	10032	male	39.0	D	Non_Verified	Heterosexual	Dominant	Women	18.0	308.0	1821 days	4.0	1.0	0.0	0.0		2	961
115	10033	male	35.5	G	Non_Verified	Heterosexual	Dominant	Women	0.0	3.0	1821 days	0.0	0.0	0.0	0.0	20088	2	3672
116	10035	female	41.5	A	Non_Verified	Heterosexual	Switch	Nobody	0.0	1690.0	1821 days	0.0	0.0	0.0	0.0		2	0
117	10036	male	38.8	A	Non_Verified	bisexual	Dominant	Men_and_Women	30.0	902.0	1821 days	0.0	0.0	0.0	4.0	8191	2	37
118	10039	male	40.9	A	Non_Verified	Heterosexual	Submisive		15.0	306.0	1821 days	0.0	0.0	0.0	0.0		2	0
119	10041	female	43.9	F	Non_Verified	bisexual	Dominant	Nobody	0.0	1696.0	1821 days	0.0	0.0	0.0	0.0		2	0
120	10043	male	47.7	B	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1696.0	1821 days	0.0	0.0	0.0	0.0		2	0
121	10044	male	38.3	A	Non_Verified	Heterosexual	Switch		0.0	744.0	1821 days	0.0	0.0	0.0	0.0		2	0
122	10045	male	41.6	A	Non_Verified	bicurious	Submisive	Men_and_Women	0.0	253.0	1821 days	0.0	1.0	0.0	0.0		2	0
123	10046	male	34.3	A	Non_Verified	Heterosexual	Switch	Women	0.0	8.0	1821 days	0.0	2.0	0.0	0.0		2	0
124	10047	male	50.0	B	Non_Verified	Heterosexual	Submisive	Nobody	0.0	1694.0	1821 days	0.0	0.0	0.0	0.0		2	0
125	10048	female	27.0	A	Non_Verified	Heterosexual	Submisive	Nobody	0.0	1696.0	1821 days	0.0	0.0	0.0	0.0		2	0
126	10049	male	31.1	A	Non_Verified	bisexual	Dominant	Women	15.0	71.0	1821 days	0.0	0.0	0.0	0.0		2	0
127	10053	female	26.2	B	Non_Verified	Heterosexual	Switch	Men	73.0	123.0	1821 days	96.0	0.0	0.0	0.0	11356,24198,10605,15856,23927,45397,13004	2	116
128	10054	male	43.2	L	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1696.0	1821 days	0.0	0.0	0.0	0.0		2	0
129	10055	male	33.1	B	Non_Verified	Heterosexual	Switch	Nobody	0.0	1283.0	1820 days	0.0	0.0	0.0	0.0		2	0
130	10057	female	29.5	A	Non_Verified	bicurious	Switch	Nobody	0.0	1472.0	1820 days	0.0	0.0	0.0	0.0		2	0
131	10058	male	53.3	L	Non_Verified	Heterosexual	Switch	Nobody	0.0	617.0	1820 days	0.0	0.0	0.0	0.0		2	2
132	10059	female	44.5	C	Non_Verified	bisexual	Submisive	Nobody	0.0	1396.0	1820 days	0.0	0.0	0.0	0.0		2	0
133	10061	male	42.3	A	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1695.0	1820 days	0.0	0.0	0.0	0.0		2	0
134	10062	female	28.0	B	Non_Verified	bicurious	Switch	Nobody	0.0	1695.0	1820 days	0.0	0.0	0.0	0.0		2	0
135	10064	male	37.1	A	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1695.0	1820 days	0.0	0.0	0.0	0.0		2	0
136	10065	male	38.9	H	Non_Verified	Heterosexual	Switch	Nobody	0.0	1695.0	1820 days	0.0	0.0	0.0	0.0		2	114
137	10066	male	28.8	A	Non_Verified	bicurious	Submisive	Nobody	0.0	1695.0	1820 days	0.0	0.0	0.0	0.0		2	0
138	10067	male	42.4	M	Non_Verified	Heterosexual	Switch	Women	0.0	1059.0	1820 days	0.0	0.0	0.0	0.0		2	0
139	10068	male	36.8	A	Non_Verified	Heterosexual	Switch	Nobody	0.0	1194.0	1820 days	0.0	0.0	0.0	0.0		2	35
140	10069	male	37.1	A	Non_Verified	Heterosexual	Switch	Nobody	0.0	1695.0	1820 days	0.0	0.0	0.0	0.0		2	0
141	10075	male	28.1	E	Non_Verified	bisexual	Submisive	Nobody	0.0	1328.0	1820 days	0.0	0.0	0.0	0.0		2	0
142	10076	male	43.3	F	Non_Verified	Heterosexual	Submisive	Nobody	0.0	1695.0	1820 days	0.0	1.0	0.0	0.0		2	0
143	10077	female	30.3	A	Non_Verified	Heterosexual	Submisive	Men	0.0	1678.0	1820 days	0.0	0.0	0.0	0.0		2	263
144	10078	male	43.3	K	Non_Verified	Heterosexual	Switch	Nobody	0.0	1341.0	1820 days	0.0	0.0	0.0	0.0		2	0
145	10079	male	28.4	A	Non_Verified	bicurious	Switch	Nobody_but_maybe	15.0	12.0	1820 days	0.0	0.0	0.0	0.0		2	0
146	10080	female	26.1	A	Non_Verified	Heterosexual	Switch	Nobody	0.0	1695.0	1820 days	0.0	0.0	0.0	0.0		2	0
147	10081	female	25.9	A	Verified	Heterosexual	Submisive	Nobody_but_maybe	115.0	17.0	1820 days	0.0	0.0	0.0	0.0	9483,6987	2	5275
148	10083	male	41.1	M	Non_Verified	Heterosexual	Dominant	Nobody	0.0	770.0	1820 days	0.0	0.0	0.0	0.0		2	0
149	10085	male	43.0	K	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1694.0	1819 days	0.0	0.0	0.0	0.0		2	0
150	10087	female	36.5	F	Non_Verified	Heterosexual	Submisive	Men	21.0	1085.0	1819 days	6.0	0.0	0.0	0.0	18334,6757,14306,1274,10245	2	414
151	10089	male	46.6	F	Non_Verified	Heterosexual	Switch	Nobody	0.0	1694.0	1819 days	0.0	0.0	0.0	0.0		2	0
152	10090	male	33.6	A	Non_Verified	Homosexual	Submisive	Nobody	0.0	1683.0	1819 days	0.0	0.0	0.0	0.0		2	0
153	10091	male	39.1	A	Non_Verified	Heterosexual	Switch	Nobody	0.0	1680.0	1819 days	0.0	0.0	0.0	0.0		2	0
154	10092	female	30.4	A	Non_Verified	bisexual	Switch	Nobody	81.0	112.0	1819 days	29.0	0.0	2.0	2.0	5245,3012,42730,14635,41984,25684,9436,4808,8746,22828,6848,9752,18996,13868,6493,37801,9137	2	18
155	10095	male	34.3	A	Non_Verified	Heterosexual	Switch	Nobody_but_maybe	0.0	1.0	1819 days	0.0	0.0	0.0	0.0	6597,20546,880,26876,36561,40401,21805	2	324
156	10096	male	33.3	K	Non_Verified	Heterosexual	Dominant	Nobody	15.0	368.0	1819 days	0.0	0.0	0.0	0.0		2	7
157	10099	male	52.3	A	Non_Verified	Heterosexual	Dominant	Nobody	0.0	47.0	1819 days	0.0	0.0	0.0	0.0		2	1
158	101	male	36.4	B	Non_Verified	Heterosexual	Dominant	Women	0.0	1479.0	2851 days	0.0	0.0	0.0	0.0		2	0
159	10102	male	39.1	F	Non_Verified	bisexual	Switch	Nobody	0.0	1694.0	1819 days	0.0	0.0	0.0	0.0		2	0
160	10105	male	34.0	A	Non_Verified	bicurious	Submisive	Men_and_Women	15.0	1689.0	1819 days	0.0	1.0	0.0	0.0		2	0
161	10106	female	28.2	A	Non_Verified	Heterosexual	Dominant	Nobody	0.0	1253.0	1819 days	0.0	0.0	0.0	0.0		2	0
162	10107	male	37.3	A	Non_Verified	Heterosexual	Submisive	Nobody	0.0	1592.0	1819 days	0.0	0.0	0.0	0.0		2	5
163	10109	male	44.4	B	Non_Verified	Heterosexual	Submisive	Nobody	0.0	1694.0	1819 days	0.0	0.0	0.0	0.0		2	0
164	10110	female	25.5	A	Non_Verified	bisexual	Switch	Nobody	34.0	353.0	1819 days	4.0	0.0	0.0	0.0	3199,20394,19558,18289,12754,2796,13028,9350,10266,4877,14306,8499,24814,16281,10763,15703	2	26700
165	10111	male	29.2	A	Non_Verified	Heterosexual	Submisive	Nobody	0.0	80.0	1819 days	0.0	0.0	0.0	0.0		2	0
166	10113	female	26.2	L	Non_Verified	bisexual	Switch	Nobody	50.0	1606.0	1818 days	0.0	0.0	0.0	0.0		2	0
167	10114	male	59.1	A	Non_Verified	Homosexual	Dominant	Nobody	0.0	220.0	1818 days	0.0	0.0	0.0	0.0		2	0
168	10115	female	48.2	A	Non_Verified	Heterosexual	Submisive	Nobody	15.0	184.0	1818 days	0.0	0.0	0.0	0.0	4072	2	1
169	10117	female	49.7	B	Non_Verified	bicurious	Submisive	Nobody	15.0	1343.0	1818 days	0.0	0.0	0.0	0.0	6845,9236	2	39
170	10118	male	40.8	J	Non_Verified	bisexual	Switch	Nobody	0.0	1622.0	1818 days	0.0	0.0	0.0	0.0		2	0
171	10119	male	41.2	L	Non_Verified	bicurious	Submisive	Nobody	15.0	49.0	1818 days	0.0	1.0	0.0	0.0		2	0
172	10120	male	35.9	G	Non_Verified	Heterosexual	Submisive	Nobody	0.0	1693.0	1818 days	0.0	0.0	0.0	0.0		2	0
173	10122	male	38.2	A	Non_Verified	Heterosexual	Dominant	Nobody	50.0	1216.0	1818 days	0.0	0.0	0.0	0.0		2	0
174	10123	male	28.7	A	Non_Verified	Heterosexual	Switch	Nobody	0.0	1691.0	1818 days	0.0	0.0	0.0	0.0		2	0
